INSERT INTO names (ID,name,type,gender) VALUES (0, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1434, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1435, Гая, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1436, Гая, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1437, Гая, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1438, Гая, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1439, Фокса, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1440, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1441, Мопертиусом, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1442, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1443, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1444, Хадсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1445, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1446, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1447, Ватсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1448, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1449, Шерлока, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1450, Хадсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1451, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1452, Джону, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1453, Бейкер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1454, Бейкер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1455, Меня, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1456, Сент, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1457, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1458, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1459, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1460, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1461, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1462, Меня, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1463, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1464, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1465, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1466, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1467, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1468, Молли, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1469, Молли, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1470, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1471, Молли, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1472, Молли, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1473, Хупер, фам, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1474, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1475, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1476, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1477, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1478, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1479, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1480, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1481, Грэм, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1482, Грэг, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1483, Грэг, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1484, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1485, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1486, Лора, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1487, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1488, Ватсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1489, Шерлоку, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1490, Шерлока, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1491, Холмса, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1492, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1493, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1494, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1495, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1496, Тем, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1497, Перу, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1498, Перу, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1499, Андах, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1500, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1501, Самерсон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1502, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1503, Джоном, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1504, Самерсон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1505, Ривз, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1506, Молли, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1507, Ривз, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1508, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1509, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1510, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1511, Хелен, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1512, Блейк, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1513, Блейк, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1514, Вернер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1515, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1516, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1517, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1518, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1519, ДЖЕК, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1520, Джек, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1521, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1522, Шилкет, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1523, Вестминстер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1524, Сент, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1525, Джеймс, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1526, Сент, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1527, Джеймс, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1528, Вестминстер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1529, Вестминстер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1530, Сент, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1531, Джеймс, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1532, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1533, Вестминстер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1534, Сент, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1535, Джеймс, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1536, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1537, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1538, Молли, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1539, Хупер, фам, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1540, Хадсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1541, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1542, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1543, Ватсона, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1544, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1545, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1546, Ватсона, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1547, Иакову, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1548, Гаю, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1549, Фоксу, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1550, Зои, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1551, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1552, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1553, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1554, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1555, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1556, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1557, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1558, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1559, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1560, Грейсон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1561, Грейсон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1562, Павла, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1563, Тауэр, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1564, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1565, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1566, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1567, Моран, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1568, ВЕСТМИНСТЕР, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1569, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1570, Вестминстер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1571, Сент, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1572, Джеймс, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1573, Моран, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1574, Сент, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1575, Джеймс, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1576, Вестминстером, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1577, Моран, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1578, Гая, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1579, Фокса, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1580, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1581, Моран, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1582, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1583, Чаринг, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1584, Стрэнд, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1585, Маргарет, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1586, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1587, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1588, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1589, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1590, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1591, Тем, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1592, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1593, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1594, Прошу, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1595, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1596, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1597, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1598, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1599, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1600, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1601, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1602, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1603, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1604, ЛАЗАРЬ, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1605, ЛАЗАРЬ, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1606, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1607, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1608, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1609, Молли, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1610, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1611, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1612, Молли, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1613, Молли, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1614, Хупер, фам, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1615, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1616, Мориарти, фам, мж);
INSERT INTO names (ID,name,type,gender) VALUES (1617, Молли, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1618, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1619, Джек, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1620, Андерсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1621, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1622, Секунду, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1623, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1624, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1625, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1626, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1627, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1628, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1629, Молли, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1630, Том, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1631, Том, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1632, Рад, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1633, Том, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1634, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1635, Хадсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1636, Шерлоком, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1637, Холмсом, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1638, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1639, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1640, Шерлоком, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1641, Холмсом, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1642, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1643, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1644, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1645, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1646, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1647, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1648, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1649, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1650, Уотерсов, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1651, Им, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1652, УОТЕРСОВ, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1653, УОТЕРСОВ, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1654, Грег, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1655, Уотерсы, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1656, Девис, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1657, Уиллоу, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1658, Кристи, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1659, Мэйкинг, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1660, Донован, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1661, Джонсу, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1662, Бейкер, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1663, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1664, Хадсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1665, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1666, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1667, Маргарет, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1668, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1669, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1670, Рада, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1671, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1672, Рада, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1673, Дэвид, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1674, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1675, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1676, Дэвид, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1677, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1678, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1679, Твиттер, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1680, Из, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1681, Фейсбуке, фам, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1682, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1683, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1684, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1685, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1686, Арчи, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1687, Молли, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1688, Гарри, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1689, Шолто, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1690, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1691, Хожу, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1692, Ватсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1693, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1694, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1695, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1696, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1697, Машину, фам, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1698, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1699, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1700, Джоном, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1701, Рады, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1702, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1703, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1704, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1705, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1706, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1707, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1708, Прошу, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1709, Грег, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1710, Молли, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1711, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1712, Шерлока, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1713, Хелен, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1714, Луис, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1715, Хелен, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1716, Луис, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1717, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1718, Шерлока, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1719, Хадсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1720, Шерлоку, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1721, Мда, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1722, Ватсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1723, Майк, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1724, Стамфорд, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1725, Майк, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1726, Джону, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1727, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1728, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1729, Кэма, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1730, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1731, Ватсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1732, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1733, Ватсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1734, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1735, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1736, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1737, Хадсон, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1738, Билли, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1739, Кинкейд, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1740, Билли, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1741, Кинкейд, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1742, Гэвин, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1743, Гэвин, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1744, Грег, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1745, Майк, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1746, Стамфорд, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1747, Майк, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1748, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1749, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1750, Морстен, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1751, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1752, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1753, Джоне, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1754, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1755, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1756, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1757, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1758, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1759, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1760, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1761, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1762, Дай, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1763, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1764, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1765, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1766, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1767, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1768, Мэри, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1769, Кузина, фам, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1770, Джеймс, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1771, Шолто, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1772, Джона, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1773, Лебеди, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1774, Сиднее, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1775, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1776, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1777, Бетт, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1778, Бетт, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1779, Бетт, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1780, Джон, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1781, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1782, Прошу, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1783, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1784, Холмс, фам, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1785, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1786, Шерлок, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1787, Иду, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1788, Стивену, имя, муж);
INSERT INTO names (ID,name,type,gender) VALUES (1789, Шолто, имя, жен);
INSERT INTO names (ID,name,type,gender) VALUES (1790, Герой, имя, муж);
